current_cash,monthly_revenue,monthly_expenses,debt_obligations,burn_rate,proposed_purchase_amount,purchase_category,predicted_cash_3m,predicted_runway_months,cash_shortage_probability,financial_risk_level
9656292.45,3407409.46,2297780.48,105786.26,-1003842.72,363756.77,Hardware,12101025.76,3.87,0.0258,MEDIUM
143156721.36,15515056.19,11049883.92,111452.9,-4353719.38,382698.54,Infrastructure,155201752.55,12.79,0.0067,LOW
162498560.36,18763423.18,11896054.63,775966.92,-6091401.63,326699.18,Infrastructure,181022944.97,12.8,0.004,LOW
62987890.42,8182295.6,5265187.27,297081.72,-2620026.61,317043.06,Hardware,70055691.53,11.27,0.0374,LOW
14546230.29,1273877.2,966635.9,30943.45,-276297.85,456217.04,Hardware,14959001.62,14.12,0.0488,LOW
94139010.79,9021169.54,6004525.67,215531.94,-2801111.92,55935.36,Services,101929648.45,15.13,0.0265,LOW
257689138.22,19206736.65,16347518.22,429015.49,-2430202.94,419827.21,Marketing,264866990.48,15.34,0.0479,LOW
73785112.35,7737974.36,4512875.25,55035.05,-3170064.06,431186.62,Infrastructure,82500043.8,16.06,0.017,LOW
41044279.45,11423356.04,6675642.24,208445.06,-4539268.73,215939.37,Marketing,55463419.19,5.93,0.0256,MEDIUM
2636384.82,2223515.73,1804748.55,38918.43,-379848.75,320904.92,Hardware,3404521.9,1.26,0.2685,HIGH
16674119.97,3297778.11,2286919.37,54414.58,-956444.16,737667.22,Infrastructure,18666185.47,6.81,0.0225,LOW
8409847.61,715605.88,646484.49,24980.38,-44141.02,27599.71,Marketing,8517550.8,12.48,0.0354,LOW
17766882.98,19232479.86,17116032.55,166810.78,-1949636.54,255125.71,Software,23424166.34,1.01,0.4927,HIGH
131548928.49,12553740.67,8986377.1,279787.95,-3287575.61,35708.11,Hardware,141701273.17,14.19,0.0011,LOW
26994014.61,2444615.83,2083670.6,77141.53,-283803.7,123619.05,Hardware,27675791.56,12.44,0.0495,LOW
15443793.74,3610831.09,2498421.02,35894.81,-1076515.26,365961.11,Marketing,18183076.9,5.95,0.0104,MEDIUM
61423378.36,8879291.94,7890073.42,351054.17,-638164.35,248274.71,Marketing,63031962.58,7.42,0.005,LOW
16293023.52,3857791.95,3431323.91,98041.83,-328426.22,69708.59,Services,17272916.07,4.6,0.046,MEDIUM
58122727.53,3769880.63,3520812.78,119934.05,-129133.8,87116.62,Software,58450713.02,15.94,0.0408,LOW
46274925.54,4746669.43,3422627.67,170647.82,-1153393.95,907698.65,Infrastructure,48760920.55,12.63,0.0027,LOW
92976918.55,9443235.02,5912445.41,1923.81,-3528865.81,186300.8,Hardware,102582540.67,15.69,0.023,LOW
127309026.91,12738632.05,7310754.15,527247.41,-4900630.5,383589.08,Marketing,142389019.02,16.19,0.01,LOW
164693731.38,17260997.81,13463683.75,312476.6,-3484837.45,5025.58,Office Supplies,174917772.59,11.95,0.0469,LOW
102145111.77,12694728.26,7768594.52,108316.83,-4817816.91,197962.48,Software,115793776.01,12.94,0.0075,LOW
5350806.48,5864764.5,4641637.63,23479.2,-1199647.66,216392.17,Software,8838517.84,1.1,0.5384,HIGH
7324684.49,1530087.83,1338694.55,40334.6,-151058.68,78637.21,Marketing,7708345.78,5.25,0.0223,MEDIUM
33978767.18,9405144.9,7389056.5,401759.76,-1614328.64,84080.67,Software,38899439.47,4.35,0.0326,MEDIUM
42957113.96,13917178.62,11022903.58,364123.81,-2530151.24,461795.53,Infrastructure,50410938.48,3.73,0.0309,MEDIUM
9708195.27,11469683.26,8196851.12,105953.32,-3166878.82,201050.86,Marketing,19345092.26,1.15,0.0885,HIGH
9057594.84,1556251.47,1055276.85,21759.76,-479214.86,223130.93,Software,10299275.52,8.2,0.0153,LOW
94696039.41,14968294.69,9300217.28,671599.98,-4996477.42,50601.01,Software,109307525.75,9.49,0.0411,LOW
91048517.4,7821797.8,6776698.39,232325.27,-812774.14,331179.3,Marketing,93031588.74,12.94,0.0219,LOW
32079066.68,12310085.58,11017563.56,266974.99,-1025547.03,3065.81,Office Supplies,35100483.39,2.84,0.0539,HIGH
75773404.06,19751460.31,15494065.51,405326.72,-3852068.08,71834.9,Hardware,86667274.22,4.76,0.0414,MEDIUM
70287731.36,6268929.45,5114669.05,65469.81,-1088790.59,445478.01,Hardware,73065624.77,13.48,0.0332,LOW
123850239.91,12529959.43,7463664.7,299057.57,-4767237.15,255732.88,Infrastructure,137618647.39,15.92,0.0011,LOW
80860957.51,9581062.96,5386980.44,72546.89,-4121535.62,28094.15,Office Supplies,93889171.73,14.81,0.0401,LOW
109149147.83,14559874.61,10882731.75,137275.28,-3539867.58,30490.57,Office Supplies,119344174.23,9.9,0.0007,LOW
39129759.6,14080611.61,12225520.84,425516.58,-1429574.19,172331.95,Hardware,43354589.85,3.08,0.1003,MEDIUM
48495570.54,4365367.59,3281752.15,2794.01,-1080821.43,18640.83,Office Supplies,51480878.1,14.76,0.0275,LOW
30795938.27,3661457.08,2228510.93,158320.29,-1274625.86,19989.07,Office Supplies,34673797.56,12.89,0.0111,LOW
148668148.21,17317668.6,11427910.63,767378.06,-5122379.9,847392.27,Infrastructure,162683069.8,12.12,0.0008,LOW
38486320.6,13147221.73,8780189.04,159721.92,-4207310.78,212434.96,Hardware,51663746.56,4.28,0.0424,MEDIUM
8792603.56,3337414.16,2698681.42,83383.1,-555349.64,188357.88,Services,10143862.88,3.09,0.1639,MEDIUM
43137659.05,18989373.56,12044866.04,401606.38,-6542901.13,432798.31,Hardware,62604529.98,3.43,0.009,MEDIUM
30692651.8,2901379.43,1715814.93,59589.3,-1125975.2,105096.87,Services,33715688.56,17.23,0.0129,LOW
27269950.32,4660028.13,3729245.59,77278.57,-853503.96,82331.18,Hardware,29781672.09,7.14,0.0212,LOW
123924829.67,14197760.06,12663240.74,21435.38,-1513083.95,977893.88,Infrastructure,127705106.89,9.69,0.0004,LOW
104680610.88,9303716.54,7292444.48,137784.64,-1873487.42,116057.79,Marketing,110019560.1,14.07,0.0249,LOW
44114478.89,5035997.75,4279530.21,135056.42,-621411.12,274128.81,Infrastructure,45695004.99,9.93,0.0181,LOW
47929161.1,4752226.75,3744867.97,151395.85,-855962.93,981454.64,Infrastructure,49641819.07,12.05,0.0498,LOW
193224182.21,13259897.87,10761736.36,542434.82,-1955726.69,195265.19,Software,199064479.99,17.08,0.037,LOW
164040674.9,19712252.74,12395955.09,860267.91,-6456029.73,296415.56,Marketing,183193502.22,12.35,0.0145,LOW
40131340.66,6427532.89,4095839.9,6444.67,-2325248.32,181361.5,Services,46924612.83,9.74,0.0045,LOW
138583742.87,18300299.42,13530055.31,757097.32,-4013146.78,201279.47,Marketing,150910909.69,9.69,0.0276,LOW
274328104.68,19803403.15,18561062.76,784139.59,-458200.8,45990.5,Office Supplies,275660053.48,14.18,0.0085,LOW
149087640.62,15103253.1,11329089.59,83178.52,-3690984.99,387980.89,Marketing,158980313.37,13.03,0.0048,LOW
13293502.6,10785288.52,6811027.03,532677.63,-3441583.85,240763.23,Software,23989088.96,1.78,0.1949,HIGH
10191293.31,734047.95,608904.62,11762.69,-113380.64,77875.07,Services,10465030.19,16.29,0.0052,LOW
19541661.37,5821753.64,3409853.05,268281.45,-2143619.15,48380.84,Office Supplies,25839829.1,5.3,0.0486,MEDIUM
16461847.67,6643430.66,5269155.67,211913.93,-1162361.06,211623.07,Infrastructure,19905066.5,2.96,0.2044,HIGH
3571615.98,1753664.38,1463317.21,805.02,-289542.15,340580.17,Hardware,4110379.91,2.21,0.1189,HIGH
152275923.07,13449141.36,11309275.77,449511.18,-1690354.41,218535.64,Hardware,157496346.89,12.93,0.0252,LOW
112297633.42,14523516.51,8190984.62,79160.03,-6253371.87,37239.61,Office Supplies,131621629.48,13.57,0.0455,LOW
83261539.81,7452269.84,5824599.43,148612.79,-1479057.63,144696.58,Services,87452665.52,13.91,0.0208,LOW
97252654.49,16866113.25,10346467.97,469895.44,-6049749.84,36508.51,Office Supplies,114831837.0,8.99,0.0267,LOW
13935934.25,5439366.4,4273615.93,13041.06,-1152709.4,73719.05,Hardware,17091178.01,3.23,0.0543,MEDIUM
88189181.72,19949876.09,14386921.77,583429.56,-4979524.77,239981.38,Marketing,102873819.54,5.87,0.0371,MEDIUM
73367721.48,11889780.63,6765941.67,277007.5,-4846831.46,134660.52,Software,87404615.6,10.4,0.0416,LOW
151904870.29,13437659.16,9770910.97,486171.56,-3180576.63,344815.74,Hardware,161249050.3,14.78,0.0426,LOW
36630454.38,19607916.88,14271327.17,392425.28,-4944164.42,48537.5,Services,50652477.8,2.49,0.2465,HIGH
162764468.36,16510909.36,15502071.72,137773.17,-871064.47,667847.33,Infrastructure,164725022.24,10.36,0.0319,LOW
42786362.32,4418194.97,3593927.2,181731.87,-642535.9,125202.12,Services,44511582.23,11.3,0.0313,LOW
166135868.39,12877461.59,9545872.54,139500.94,-3192088.11,108826.46,Services,175418375.13,17.14,0.0431,LOW
141486203.73,9699885.56,9118677.4,277315.68,-303892.47,100436.03,Services,142292474.66,15.05,0.0335,LOW
10672463.34,7053006.5,5674910.19,206427.61,-1171668.69,56761.84,Services,13968829.4,1.8,0.0669,HIGH
20746407.69,4101969.57,2614284.35,168775.08,-1318910.14,10690.77,Office Supplies,24893469.31,7.45,0.0162,LOW
70538628.43,7817793.3,5547718.8,281445.77,-1988628.74,207670.71,Hardware,76544433.05,12.07,0.0133,LOW
39593911.44,6498492.3,5424208.06,5243.96,-1069040.28,171497.22,Marketing,42436624.23,7.26,0.0455,LOW
53677204.3,8482057.53,5760700.46,18398.58,-2702958.5,264004.63,Marketing,61451795.09,9.24,0.0032,LOW
155774598.59,18075492.8,11620133.42,159401.2,-6295958.18,359652.57,Marketing,173884674.69,13.19,0.02,LOW
64148193.37,17446864.22,12092555.13,544008.86,-4810300.23,50283.82,Services,79188935.13,5.07,0.0427,MEDIUM
48153483.21,13268004.22,7623440.87,312761.12,-5331802.24,350939.55,Marketing,64569655.51,6.02,0.0439,LOW
16798006.27,2376337.02,1807117.93,81846.54,-487372.55,586849.1,Infrastructure,17648585.45,8.58,0.0345,LOW
202085987.84,18683497.2,16600570.0,403805.87,-1679121.33,284923.36,Hardware,206640726.99,11.87,0.0474,LOW
90949150.3,7592563.2,5802802.62,273394.22,-1516366.36,15914.2,Hardware,95421788.2,14.97,0.042,LOW
9098917.6,1151573.96,1059123.11,24854.2,-67596.65,271456.39,Software,9036283.73,8.14,0.0379,LOW
51725975.35,7643417.12,4263327.32,266856.23,-3113233.56,11086.37,Office Supplies,60438391.63,11.42,0.0077,LOW
65230320.39,5886879.71,4800974.83,291082.48,-794822.4,165362.62,Infrastructure,67335280.24,12.78,0.003,LOW
210718512.19,19234223.16,12433127.63,52679.3,-6748416.22,872586.54,Infrastructure,230221292.76,16.81,0.0246,LOW
106832341.06,14279521.85,12255713.63,212254.0,-1811554.22,218903.82,Software,111628817.23,8.55,0.0464,LOW
221373232.87,19409356.75,13963774.09,426407.13,-5019175.53,139893.1,Services,236322070.08,15.37,0.0037,LOW
154150173.44,10681225.29,8588794.99,69809.22,-2022621.07,200781.08,Hardware,160370474.87,17.78,0.0147,LOW
131987063.72,10927224.21,8204444.23,506489.29,-2216290.7,226390.32,Software,138029964.09,15.13,0.0488,LOW
164259565.82,15674670.42,11313830.16,117013.38,-4243826.88,167110.2,Hardware,177456189.21,14.36,0.0144,LOW
27294726.01,10714138.08,6894083.65,188992.84,-3631061.6,98550.62,Services,37419336.83,3.84,0.0414,MEDIUM
165260101.8,15887055.24,12565874.65,325776.79,-2995403.8,60936.6,Software,173488148.18,12.81,0.0328,LOW
42365995.45,6130532.74,4117085.86,210670.18,-1802776.71,53604.53,Marketing,47940887.83,9.78,0.0104,LOW
213432047.73,19454023.48,17227879.81,64938.2,-2161205.47,138456.05,Marketing,219559988.64,12.33,0.0231,LOW
64889182.7,7668065.28,5067493.36,282128.47,-2318443.46,178484.62,Services,71967246.45,12.1,0.0364,LOW
81660250.9,8476896.84,4668691.79,350026.92,-3458178.13,33056.29,Office Supplies,91642801.48,16.26,0.0255,LOW
52737991.29,8107809.69,6030189.77,370608.77,-1707011.15,37033.15,Software,57901286.56,8.23,0.0196,LOW
11078282.94,2853815.87,2513803.39,113136.32,-226876.17,146880.1,Services,11566698.06,4.16,0.008,MEDIUM
28703826.12,13609654.54,9445427.01,237899.7,-3926327.83,361783.89,Infrastructure,39412857.17,2.93,0.0091,HIGH
128589167.11,11911472.37,11283388.92,5896.9,-622186.55,42188.86,Hardware,130377239.27,11.39,0.0435,LOW
82860666.11,11864295.89,6712753.23,509392.74,-4642149.92,603409.14,Infrastructure,96068298.38,11.39,0.0117,LOW
154128446.59,19016692.92,14726248.18,290248.42,-4000196.32,182224.31,Software,165799822.76,10.25,0.0,LOW
181232798.41,13300285.52,11761892.05,601546.71,-936846.76,104481.22,Marketing,184109493.04,14.65,0.0243,LOW
35422729.04,4195270.17,2835008.93,114380.9,-1245880.34,26186.67,Office Supplies,38936496.09,12.0,0.0022,LOW
60845049.71,5378949.65,4909419.85,158541.31,-310988.48,41798.51,Office Supplies,61692556.14,12.0,0.0316,LOW
54324979.2,18070556.06,13344252.76,293083.81,-4433219.49,304885.36,Marketing,67805412.56,3.96,0.0111,MEDIUM
14625137.25,6531742.79,5274298.99,104917.52,-1152526.29,202211.68,Infrastructure,18048125.08,2.68,0.098,HIGH
3074435.72,2266369.34,1897903.32,95641.53,-272824.49,166978.22,Software,3710732.22,1.46,0.542,HIGH
50171628.98,10521148.27,6470779.58,507847.6,-3542521.09,106336.05,Software,60013412.36,7.17,0.0299,LOW
25350774.71,6110918.69,4364765.02,248608.93,-1497544.74,86161.84,Marketing,29719571.7,5.48,0.0272,MEDIUM
63746471.93,5320051.75,3647837.36,256058.57,-1416155.81,937875.11,Infrastructure,67152777.41,16.09,0.0317,LOW
60257860.74,6204181.56,4176405.9,186024.97,-1841750.69,107764.06,Services,65410872.58,13.79,0.0196,LOW
210002416.14,18994815.41,14160023.83,408989.54,-4425802.05,27299.33,Office Supplies,222416402.02,14.41,0.0414,LOW
55456797.55,9424562.02,5401958.99,203565.78,-3819037.26,422797.47,Infrastructure,66051758.14,9.82,0.0198,LOW
46148794.93,18570049.6,10597950.48,373964.04,-7598135.08,158315.01,Services,68050984.4,4.19,0.0017,MEDIUM
128783417.57,9343181.64,8278607.58,38007.31,-1026566.75,169110.48,Hardware,131568349.67,15.46,0.0372,LOW
27800923.51,16402781.15,10276470.17,191799.22,-5934511.76,179345.64,Services,46371685.33,2.64,0.0315,HIGH
158711720.57,14154542.81,11029239.67,432553.32,-2692749.82,363544.64,Hardware,166486929.34,13.82,0.0021,LOW
133089439.87,9198283.73,8251794.09,233267.61,-713222.03,125823.97,Services,135261082.53,15.67,0.0299,LOW
93715285.19,13729797.09,8508469.11,464055.74,-4757272.25,393705.65,Hardware,107506746.72,10.4,0.0499,LOW
258130446.71,19973616.96,17723400.56,936085.21,-1314131.2,291265.33,Software,262014909.34,13.82,0.0131,LOW
51947546.25,19340758.35,14701917.96,265374.68,-4373465.72,364837.7,Hardware,63903447.1,3.45,0.0326,MEDIUM
1580558.47,1516689.43,1157062.08,978.55,-358648.8,196452.02,Services,2526129.5,1.2,0.2252,HIGH
102878438.51,15252779.85,8468882.33,407423.04,-6376474.48,52864.38,Marketing,123011056.06,11.58,0.0349,LOW
85227715.39,17167642.32,9591015.86,387902.56,-7188723.91,93855.79,Software,107239881.36,8.53,0.001,LOW
31187969.96,10365659.12,7340819.55,488919.42,-2535920.15,21673.9,Office Supplies,38509521.37,3.98,0.0076,MEDIUM
110145177.23,13424983.82,9249366.61,174813.16,-4000804.05,100567.24,Marketing,122168980.38,11.68,0.0419,LOW
141192589.66,14879785.49,13792995.22,161167.65,-925622.62,17321.95,Office Supplies,143831962.59,10.12,0.0037,LOW
57771535.95,10387103.47,6771313.42,229274.57,-3386515.48,607644.62,Infrastructure,67098335.15,8.17,0.0164,LOW
8806890.31,2515490.08,1461486.62,87049.12,-966954.34,89206.91,Software,11635557.47,5.63,0.0228,MEDIUM
53596478.58,17019191.0,12115110.01,591031.86,-4313049.13,7108.22,Office Supplies,65591258.75,4.22,0.0233,MEDIUM
30221267.79,8018402.68,7373031.2,245434.33,-399937.14,8374.25,Office Supplies,31396296.2,3.97,0.0172,MEDIUM
16080683.99,1216213.32,970501.48,40005.86,-205705.98,308980.57,Marketing,16347642.41,15.61,0.0115,LOW
36341150.5,17672369.32,11828230.98,52134.46,-5792003.88,97073.08,Software,53175858.66,3.05,0.0384,MEDIUM
21091041.06,4184569.81,3364567.1,27143.07,-792859.64,225189.1,Hardware,23424569.15,6.15,0.0251,LOW
25915874.81,2155344.46,1819782.88,83660.41,-251901.17,767785.7,Infrastructure,25956815.14,13.21,0.0194,LOW
110129774.71,13656143.73,11148899.43,408751.71,-2098492.58,249097.5,Software,116547083.33,9.51,0.0303,LOW
181966333.16,19689603.84,11297855.23,608499.12,-7783249.5,341422.18,Marketing,203605611.42,15.25,0.0261,LOW
132313084.65,10097783.93,8602443.73,93941.38,-1401398.82,69856.13,Marketing,136156654.43,15.21,0.034,LOW
86263333.4,14996334.22,13126658.48,403984.68,-1465691.06,87202.69,Software,90350864.42,6.37,0.0431,LOW
21856840.99,2787030.0,1711337.25,120057.83,-955634.92,10782.87,Office Supplies,24724455.1,11.93,0.0392,LOW
49074331.05,11950943.84,7812823.37,494914.67,-3643205.8,327869.82,Hardware,59361474.94,5.87,0.0478,MEDIUM
30020209.6,18308678.82,11602546.73,293567.84,-6412564.24,19206.3,Office Supplies,50196839.17,2.52,0.0147,HIGH
16021500.8,3242687.42,2686409.58,34900.69,-521377.14,224323.39,Infrastructure,17251094.88,5.8,0.0233,MEDIUM
233525913.56,19450901.77,15683801.84,321257.6,-3445842.34,421703.43,Hardware,243580157.06,14.56,0.0346,LOW
107928776.03,12141980.62,7989133.19,451805.9,-3701041.54,37490.56,Office Supplies,118826228.29,12.78,0.05,LOW
59163856.18,3632825.26,3352873.74,72995.16,-206956.37,114800.51,Software,59693548.76,17.24,0.0022,LOW
21167118.1,4731435.57,3310133.5,234073.05,-1187229.02,129410.33,Services,24520428.6,5.94,0.0239,MEDIUM
72168920.02,15833479.24,10516371.63,707104.55,-4610003.07,446421.04,Hardware,85113584.79,6.39,0.0048,LOW
17276099.96,5899201.96,3997641.71,144146.44,-1757413.81,73409.46,Hardware,22461796.84,4.15,0.0049,MEDIUM
69446161.74,6859435.98,4395524.54,1808.94,-2462102.5,92544.06,Software,76848727.07,15.77,0.04,LOW
35951569.6,2382730.45,2148076.09,112875.57,-121778.79,116202.29,Software,36180175.64,15.85,0.0455,LOW
13152194.59,4943919.76,4578897.97,189975.37,-175046.42,93426.82,Services,13581113.04,2.74,0.1313,HIGH
32893815.79,6101282.39,3677293.85,218067.52,-2205921.02,17027.57,Services,39933095.42,8.44,0.0353,LOW
105683718.52,12998544.89,11963516.84,226301.12,-808726.93,228056.35,Software,107691440.26,8.65,0.0122,LOW
44396009.97,4564178.35,3779102.35,4556.49,-780519.51,72144.1,Software,46691310.45,11.71,0.0413,LOW
175388302.99,15857900.06,13502335.14,639680.13,-1715884.8,274006.24,Infrastructure,179937596.19,12.38,0.048,LOW
217234669.65,13871489.59,12678081.89,96448.02,-1096959.69,259916.57,Software,220398896.11,16.98,0.0185,LOW
31298486.1,2518491.2,1940894.69,34.56,-577561.95,565104.29,Infrastructure,32422696.37,15.83,0.0025,LOW
84912290.14,8439770.9,5899827.15,355708.42,-2184235.33,85186.52,Services,90954029.29,13.56,0.0135,LOW
3362779.04,1642553.28,1263773.71,55467.56,-323312.02,267765.44,Software,4125106.05,2.35,0.2123,HIGH
64185835.28,8151222.57,5795376.33,328984.96,-2026861.28,374634.74,Marketing,69660327.54,10.42,0.0362,LOW
149284457.85,18562524.56,12076784.23,308237.61,-6177502.72,92506.76,Software,169007690.56,12.05,0.0132,LOW
80721524.14,12318287.16,9465129.42,548364.94,-2304792.8,164809.44,Infrastructure,86950893.5,8.04,0.0224,LOW
54790800.89,11592502.46,6758062.9,393630.44,-4440809.12,32714.08,Marketing,68916965.29,7.66,0.0174,LOW
177428442.93,18558176.75,12790821.43,387403.71,-5379951.61,66407.47,Services,193849806.24,13.46,0.0497,LOW
133181572.98,16594380.78,15593992.92,817789.54,-182598.32,52287.28,Services,133657512.02,8.11,0.0157,LOW
139606947.08,9573860.38,8647213.53,308570.02,-618076.83,940621.78,Infrastructure,140666789.62,15.48,0.0466,LOW
71312585.65,11319893.69,9069922.07,476041.53,-1773930.1,16422.33,Office Supplies,76805254.27,7.47,0.049,LOW
105337330.52,6713825.95,6270062.93,328812.94,-114950.09,436811.84,Hardware,105224792.5,15.9,0.0232,LOW
218732900.27,18162230.53,16699407.36,348248.74,-1114574.43,377667.44,Marketing,221765546.75,12.81,0.0184,LOW
84726981.55,18300108.18,10245769.81,378443.43,-7675894.94,141857.15,Services,107848418.82,7.96,0.0366,LOW
46020468.3,4275153.36,3852843.78,123183.86,-299125.72,86265.83,Services,46900069.79,11.55,0.0103,LOW
62012938.28,12802824.15,7799364.04,29472.98,-4973987.12,471648.1,Infrastructure,76209094.11,7.86,0.0404,LOW
95364860.14,12624740.88,11886663.37,339076.13,-399001.37,154395.67,Software,96503224.84,7.79,0.0436,LOW
2786930.48,2771480.45,1668625.37,69206.69,-1033648.39,16183.54,Services,6095742.25,1.59,0.1679,HIGH
43198092.23,5032538.61,3612583.93,4500.52,-1415454.16,34053.58,Office Supplies,47749670.95,11.93,0.0125,LOW
82912395.53,12401069.76,9459538.23,559711.26,-2381820.27,201178.88,Infrastructure,89883858.81,8.26,0.0433,LOW
36738766.0,4092636.97,3089733.44,72762.9,-930140.62,235223.73,Hardware,39201513.51,11.54,0.0261,LOW
69254778.2,8091864.1,5032358.83,361663.07,-2697842.2,418020.49,Marketing,77515542.13,12.76,0.0045,LOW
201186887.24,13966707.08,11205589.92,37085.78,-2724031.37,465937.7,Infrastructure,209356689.46,17.85,0.0122,LOW
142235123.72,13293289.99,9283120.41,327153.01,-3683016.57,303005.9,Marketing,152938129.24,14.77,0.0278,LOW
48154908.26,5461702.92,4874699.15,45024.74,-541979.03,159583.36,Software,49513629.1,9.76,0.0301,LOW
25628930.06,2945393.18,1793494.8,122160.5,-1029737.88,182666.43,Marketing,28502680.77,13.28,0.008,LOW
182601289.37,14269801.51,13024991.04,335782.96,-909027.5,219251.81,Infrastructure,185267300.78,13.65,0.0052,LOW
280695949.9,19928388.51,16809979.48,621965.49,-2496443.54,742380.39,Infrastructure,287326146.13,16.06,0.0461,LOW
39967706.85,5631502.88,4284017.34,192035.84,-1155449.7,101512.52,Software,43371522.95,8.91,0.0198,LOW
